খুলেনা	Don't open
ফিনিস	Finish
দুদকে	AT ACC
কোর্স	Course
ভাইয়াজান	Brother
ঘা	Sores
দেসটা	Desta
ভুলেও	Forget
সারাক্ষণ	All the time.
ভইরা	Voira
সুখ	Pleasure
মাখলে	Rubbing
লুচছারে	In the loop
মৌলিক	Basic
করো৷	Do it.
পারসে	Parse
যতখানি	As much as
খাওয়াচ্ছে	Feeding
ছাটাই	Layoffs
দ্বিতীয়ত	Second,
বরশিত	Blessed
বলছ	You say
মালিকানাধীন	Owned
এমনটিও	That too.
হাতানোর	Hating
পাইলাম	Got it
অল্টার	Alter
বাংলাবান্ধা	Banglabandha
রেডিমেট	Readymate
অবশ্যকে	Of course.
চিবাতে	In chewing
হুকুমের	Orders
পরিষ্কার	Clear all
দাঊদ	David
স্পাইসি	Spicy
সেটায়	In that
ওগে	Oge
মিডিয়ায়	Media
মিয়া	Mia
উন্নয়নের	Development
পরামর্শের	Suggestions
রসনাপ্লাবী	Rasanaplubic
সুইট	Sweet
মুত	Mut
ধরণ	Type
ফেজবুকে	On Facebook
পুরি	Puri
আইজকা	Aizka
ফুলফিল	Flowerfill
হয়োনা	It's not.
গণেশ	Ganesh
আলহাম্দূলিল্লাহ	Alhamdulillah
ইন্টারেষ্টিং	Interesting
রিমান্ড	Remand
অত্যাচারে	In tyranny
ঋতু	Seasons
বাঁচালে	If saved
খাাবারের	Khabar
বিয়েই	Marriage
গলিত	Melted
উপকারিতা	Benefits
ঘটনা	Event
মোচড়	Twisting
আব্বায়	In dad
ছোখ	Chokh
বেজে	It's ringing
সম্পুর্ণ	Completely
আইফোনই	The iPhone
জয়করা	Conquerors
সবগুলোই	All of them.
পিছএর	Backwards
রেস্তরাঁ	Restaurants
কাবানা	Cabana
তাবোল	Tabol
দৃশ্যটি	The scene
চয়েস	Choice
তুইসালা	Tuisala
কম্বল	Blankets
মাগীরে	Magire
দেখেনি	I haven't seen
প্রাইজটা	The prize
আইস্ক্রিম	Ice cream
সরকারও	The government too.
প্রানির	Animals
গজবে	It will grow
ভারী	Heavy
করতেছি	I'm doing
পিটা	Pita
জাচ্ছি	I'm going
রাখসে	Keep it
মরে	Dead
স্মারট	Smart
হ‌লে	If so
কেরিয়ার	Career
প্রারমিশন	Promotion
গড়ো	Build
খারাপির	Bad
অস্তিত্ব	Exists
ডাকা	Called
ভাষা	Language
মাশআল্লাহ	Mashallah
ভাষাটা	The language
সেখান	There
সারকার	Sarker
প্লাটফর্ম	Platform
হেনেস্ত	Henest
জা‌নোয়ার‌দের	Ja Noir's
লীগকে	To the League.
ডিসট্যান্ট	Dissent
পাত্তাই	Care
হারসিছ	Hershey
শুখাইয়া	Drying up
ক্রসফায়ার	Crossfire
মানেকি	Maneki
গুরতে	Gurte
চিতই	Chitai
সর্বোচ্চ	Maximum
ডাকলো	Called
জনতার	The people
ঘন	Dense
লুকস	Looks
ক্রেতাগনের	Customers
জমিদারের	The landlord
সীল	Seal
এইগুলা	These
খাইতি	Eating
দুরের	Far away
পাথুরে	Rocky
আত্মসাত	Embezzlement
অর্গানিক	Organic
রাফি	Rafi
দেখাব	I'll show you
খিলগাও	Khilgao
বেবহৃত	Unused
পারলামনা	I couldn't.
বিবেকে	In conscience
নকল	Duplication
নতুন	New
অাসবে	It will come
বলব	I'll say
ফজর	Fajr
আশিকুর	Ashikur
ওপর	On
মধ্য	Central
সদরে	In The Headquarters
নরপিশাচের	Norpisharch
পাবেনা	Don't get
পুতে	The pupae
দেখেলে	Did you see?
বমভাজা	Bumbhaja
হালারপুত	Hallerput
চেক	Czech
শতবার	A hundred times
ঘুমিয়ে	Sleeping
নামেই	In name
নিধন	Extermination
৫৫	- 55
ভাট্রিকে	In Vatrik
খেয়ে	Eating
জাভা	Java
ব্যাকগ্রাউন্ডের	Background
প্রাকৃতিক	Natural
বাঁচাও	Save
প্রতিযোগীতা	Competition
কিসি	Kisi
পল্লি	The village
ইনশাঅাল্লাহ	Inshallah
জাংশন	Junction
মোকাবেলা	Dealing with
মেলামেশা	Mixing
ফেললাম	I've removed
করাটার	To do
কত্তাদের	The kattas
কিম	Kim
ভোট	Vote
ঔক্য	Auquity
লাফাইয়া	Jumping
প্রতিবেশীদের	Neighbors
লাভারস	Lovers
মেনেজাও	Menzao
আর্জেন্টিনা	Argentina
এইডা	Aida
হাসিনাকে	Hasina
বিহিত	Disambiguated
মুসলিম	Muslim
অভ্যাস	Habit
কৃতপক্ষকে	To the creditor
সুইটসএর	Sweets'
এক্সপেশন	Expansion
সংগ্রামি	Struggling
10বার	- 10 Times
অথচ	But
মনেহয	I think
মন্দিরের	The Temple
দালালি	Brokerage
মোরগ	Rooster
সেপশালী	Sepshali
ফিরলাম	I'm back.
টাঙ্গাতে	To hang
হয়েছে	Have been
খেলোয়ার	Players
হানাদার	Invaders
অবইদ	Obaid
মাগি	Magi
ছ্যাঁচড়া	Sockpuppetry
বিচারকগুলোকে	To the judges
তার্	His
শহর	City
পিঠাগুলি	The cakes
রুহিঙা	Ruhinga
কিংবদন্তি	Legend
করা	Done
পার্ট	Part
আয়াত	Verses
পাচা	Pacha
ব্যাট	Bat
সপের	Soper
খাইট্টা	Khaytta
ডিগ্রী	Degree
আগুইন্না	Aguirre
আবালচোদা	Abbess
অতিথিকে	To the guest
ক্লজেস	Clauses
ওভা‌বে	Ova Bay
মোত	Mott
ভূল	Wrong
শুনাইলেন	Listened
মেজাজ	Mood
টু‌রিস্ট	To rest
রিকোয়েস্ট	Request
ডুবাই	Dive
লোকেশন	Location
ছিটাবেন	Sprinkle
এতদূর	So far
ভ্লগালদের	The Vloggles
গন্ধটা	The smell
ঈটার	Eater
ছাএলীগের	The League
ক্ষুধায়	Hungry
কোন্	What
ধুমপান‌ই	Smoking e
সধুু	Sadhu
মরল	Died
অতুলনীয়	Incomparable
শোনেন	Listen
শএ	Shay
দিতেছে	Giving
রসিয়ে	Rasiye
ভিকটিম	Victim
জাহেলি	Jaheli
চেক্	Check
সাপাই	Sapai
মানেনি	I didn't agree.
ঢাকাকে	To Dhaka
ঠেলায়	Pushing
মাটির	Soil
প্রাওরিটি	Priority
মানসম্পন্ন	Quality
খাওয়াই	Feeding
অশান্তি	Unrest
নিরপরাধীকে	To the innocent
নেইনা	Naina
খাটো	Minor
বাড়িয়েছে	Increased
ঘেঁষে	Around
ফেসবুকের	Facebook's
ওয়েটারের	The waiter
বর্ষণ	Rain
বগুরার	Bagura's
দূরনীতি	Far-right policy
টাকেই	Takey
ধ্বংসের	Destruction
হচ্ছেনা	It's not
প্রেজেনট	Pregent
সরকারত	In government
সাঙ্গু	Sangu
মহম্মদপুর	Mohammadpur
প্রমান	Evidence
যতগুলো	As many as
মুলত	Mainly
হটেলে	In the hotel
অগ্রিম	In advance
মর্যাদা	Status
হাতিরঝিলের	Hatirjheel
ঘামানোই	Sweating
কুত্তারা	Dogs
300ফিট	300Fits
লইট্যা	Loita
নাগে	Nage
কৃষি	Agricultural
তাহ‌লে	That's it.
মিলেমিশে	In harmony
রেস্টু	Restu
বউ‌যে	The wife that
আনকাবুত	Ankabut
গোল্ডেন	Golden
জন্যে	For
মেনেই	In accordance with
ফলে	So
লোকি	Loki
শিবির	Camp
ব‍্যাবসা	The
ওপরেই	Above
গেপ্তোর	Geptor
সালামুআলাইকুম	Salamu'alaikum
এডিটিং	Editing
এগুলোই	That's it.
হাশিটা	Hashita
বসিয়ে	By sitting
দুনীতির	Evil
5টি	- 5
চাহিদা	Demand
পাৱ	Get it
গাঙ্গুলি	Ganguly
বাড়তি	Additional
জন্ন্য	Public
শিরছেদ	Beheading
বোতাম	Button
এটাকে	It
ধন্নবাদ	Dhannabad
শুনি	I hear
রসাতলে	In the rosary
ধারনার	Ideas
অনেঅনেক	A lot of
মাসিক	Monthly
ওড়না	The veil
বট	Bot
আমনে	Amen
ঢিক	Loose
জামিনে	On bail
চিনিনা	I don't know.
দুর্গের	Of the castle
চাচাকে	To my uncle.
এরাইবাল	Aribal
কাচ্চিবিরিয়ানি	Kachchibiriyani
আলাদা	Separate
বাসে	On the bus
বরাবরই	Always
ইস্টবেঙ্গলিয়ান	East Bengalians
কয়	How much
হ্যান্ডেড	Handheld
রেন্ডির	Randy's
নিয়মিত	Regular
সস্তায়	Cheaply
সুতি	Cotton
বর্তমাবে	Today
স্বচক্ষে	Self-evident
স‌ত্যি	S t h e
স্হায়ী	Stable
ময়ো	Moyo
মিরপুরে	In Mirpur
আইছেন	It's coming
বলধ	Bully
রেষ্টুরেন্টে	At the restaurant
টাকে	To
স্বামীকে	Husband
টক্কর	Clash
শিখবেন	Learn
লাগাচ্ছে	Putting on
চৈ	Cheers
জাহান্নামী	Hell
চেয়েও	More than
ভিজিট	Visit
ভুক্তভুগি	Victims
দারায়া	Daraya
যাবারও	To go
দুর্নীতিতে	In corruption
ট্যাসিনো	Tacino
এনজয়	Enjoy
মেধা	Merit
নিয়জিত	Niyajit
সসতা	Sociability
সালমান	Salman
চরের	Char's
অ্যাভয়েড	Avoid
হাদরাবাদের	Hadrabad
শভজি	Shavji
দইটার	Yogurt
হবিনা	Hobina
ইনছানিয়াত	Inchaniyat
ইন্ডিয়ায়	In India
ক্লান্তি	Fatigue
গুলির	Bullets
এমপিদের	MPs
মারা	Died
বিশ্লেষণ	Analysis
বাঘই	The tiger
স্নোফল	Snowfall
ঘার	Ghar
আপনে	You
জাইহোক	Jayhawk
পুলিশদেরকে	To the police.
পারসি	Persi
ইদের	Eid
শাড়ি	Sarees
আহহা	Ahaha
মুখেদেন	In the face
চিনস	Chins
নিবেন	Take it
সাপের	Snakes
লিঠু	Lithu
ক্রিটিক	Critics
মকবাজারের	Mockmarket
কাস্টমার	Customer
রোগির	The patient
ভিউয়ারদের	Viewers
হাঁসালে	Laughing
কাচ্চি	Katchi
দই	Yogurt
টিক	Tick
গোস্তোও	Gostoo
কোনদিন	Never
লালবাগেরটা	Lalbagh's
কার‌নে	Who not?
এরকমই	That's it.
শনি	Saturn
অরিজিনাল	Original
নওসিন	Nausin
ফাসী	Fasci
পানিও	Water too.
সামান্য	A little
বেড়েই	Growing
ওয়া	Wow
সুয়রের	Suyer's
আমিন	Amin
প্রতিস্টানে	In every stan
তাকায়	Look
ভিসাকী	What is visa?
সুন্দরতর	Beautiful
মজাটা	The fun
ছ	G
এলাকাবাসী	Locals
প্রবাসিদের	Expatriates
কোঠি	Kothi
দিচি	Dichi
স্টেন্ড	Stand
দিঘিনালা	Dighinala
তাহল‌ে	That's it.
চাচ্ছিলাম	I wanted
অপকার	Spoilers
দেখালে	If shown
চিনতাম	I knew
প্রতিনিধি	Agent
মেয়েটা	The girl
রান্নাঘরের	The kitchen
ভয়	Fear
19শত	- 190
হিন্দুর	Hindus
২০০১	2001
কইয়ালাইছে	It's
আসপাশের	Surroundings
দাড়িয়েছে	It stands
ভ্যাট	VAT
নদীতে	In the River
ব্যাখ্যা	Explained
চুমুক	Sip
প্রশ্নই	Question
শেখানোর	Teaching
করছ	You do
