असलामवेल्कम	AslamWelcome
हुमाहरा	Humahra
कमन्टस	Comments
निच्ता	Certainty
फेला	Find
किट्नो	Kitno
भिन्ही	Variety
रिसल्ट	Risult
प्रोग्रेस	Progress
रणबीर	Ranbir
क्यूट	Cute
आवांग	Awang
छवि	splendour
ठंडा	cold
फेकने	Throw it away
चालिसा	Chalisa
दुवा	Link
तुम्हाई	You
प्ढे	Read
क्वस	Quas
तरफ	side
रहम	mercy
जुमा	Friday
गंजेदी	Bald
अय्य	Ayya
सीधे	straight
पेग	Peg
ड्रेस	Dress
बंगन	Brinjal
खादुस	Khadus
जलीम	Jaleem
सच	truth
जरूर्त	Need
तकबीर	Takbir
कहे	Saying
इको	Echo
गढ़र	Garhar
बंदूक	gun
आईशियन	Ician
दिललीवालों	Delhiites
रिक्वेस्ट	Request
रोल	role
हम्भी	Hambhi
डिग्रेड	Degrade
ज़रूरत	need
ज्घ	J
ह्मको	To us
पीनी	Pini
उममममम्म्म्म्म्मैम्मह	Ummmmmah
अकदुम	Akdum
नास	snuff
वरोट	Warrot
सेक्शन	section
लेजायेगा	Will take
होगिओर	Hogior
ऑनलाइन	Online
चाहिए	is necessary
लेग्टा	Legta
अप्ली	Application
वाझा	
आयेंगी	Will come
क्रुंगा	Krunga
बोथ	Both
पाकर	A kind of fig tree which has wavy leave
हमको	Us
खुशबू	fragrance
बजे	o'clock
ईंट	brick
तेओ	Teo
बॉडी	Body
भवर	Bhavar
बाध	hindrance
अबे	hey
मदार	the plant swallowwort
हमदम	a friend
रोजा	rosa
गुज़ारिश	request
शाइन	Shine
सुनाना	to tell
पालन	bringing up
पुणे	Pune
सुनके	Listen to
मल्लुम	Mallum
इज़हार	Expression
डांडा	Blackjack
अबू	Abu
डूपर	Duper
उठना	to rise
अश्लील	dirty
घुप्त्चर	Gupperture
एवा	Ava
बारसो	Barso
क्जु	Kju
अस्सलामलीकुम	Assalamalaikum
कंजूस	miserly
तांग	Tang
दुलु	Dulu
सोचता	Think
होगायी	Will be
अच्ची	True
भोपु	Bhopu
तोई	Toi
बंदा	servant
सचि	The truth
मांत्रियो	Mantrio
भागेगो	Run away
स्कता	Skatta
नेह	love
होगे	Will be
आते	Come
डक	Duck
उड़ाना	to fly
ट्वीट	tweet
वेदास	Vedas
कॉंगरॅट्स	Congregators
सौरभ	sweet smell
पिना	Pina
बनाये	Made
बजरागी	Bajrangi
अजाव	Ajav
बताएगे	Will you tell?
सम्जये	Understand
शुभकमनायें	Good luck
धुंडता	Finding
बाँधी	Tied
बुला	Calling
फायदा	profit
फ्रेंड	Friend
डिसम्बर	December
मुझ	Me
चलने	Run
हवा	air
खयाल	Think
वॉकिंग	Walking
किर्ण	Kirn
फूटने	Burst
खत्रेय	Danger
हेयर	Hair
केर	Kerr
आतंकवाड़	Terrorism
गर्ल	Girl
काम	work
लगवायी	Got it done
आग्यकारी	Obedient
सुकुन	Relax
लगातर	Continued
नेग्रो	Negro
तक्त	
चमक	glitter
गेय	singable
मने	I am
देखते	See
नुम	Num
देखेगा	See
नवाज़	Nawaz
राज्यो	States
चलायेगा	Will run
मक्कर	Makkar
लकन	Luck
डायना	Diana
बाजे	musical instruments
ह्ये	
खरीदे	Purchased
मुच्छा	Moustache
चूरू	Churu
बैठा	Sitting
तसवीर	picture
धीरे	slowly
मदत	Help
धारे	Stream
नाक	nose
क्लियर	Clear
अनुमान	guess
नासिक	Nashik
सेमा	Sema
झिन	Zin
टाटू	Tattoo
सिरापने	Sirapne
फ्रैंक	franc
अनाथ	orphan
ताकिया	Pillow
वंदे	Vande
किसकी	Whose
श	The thirtieth consonant of the Devanagari syllabary
अराही	Arahi
सेवाये	Services
टिन	tin
भरोसा	reliance
साथियो	Friends,
जेरुआर	Jeruar
ज़मिनी	Land
कीशा	Keisha
कुट्टी	chopped straw or fodder
लगायेगा	Will put
नेया	Neya
हार्ट	Heart
यहो	Yaho
सिंध	Sind
उसी	same
अगायी	Agai
देशगुजरात	Country Gujarat
ओल्डमंक	Oldmonk
बिल्ली	Cat
आत्महत्या	suicide
सुदुप	Sudup
और	and
मुर्दा	dead
आलम	the world
धेक	Dhek
शिटग	Shitag
अंध	dark
हूऊ	Hu
साई	earnest money
स्मजता	Fun
ज़माने	In times
मैनेज	Manage
पार्टिग	Parting
पीर	aged
शाबाद	Shabad
चेतन	the conscious mind
मवेशी	cattle
व्ही	V
फिट	fit
खायेगा	Will eat
असलम्वलइकुम	Aslamvalaikum
मुसे	Muse
रजत	silver
केट	Kate
अग्येई	Agyyi
खिंच	Pull
नव	new
मैरिज	Marriage
लयोगे	Layoge
सोगाये	Sleep
हैईईईईईईईईईईईई	Hieee
दरना	to grind coarsely
कुर्सी	chair
पहेन	First
अय	Ayy
चिस	Chis
कोंस	Cons
हुवा	Happened
सीखा	Learned
विशिंग	Wishing
भागेगा	Will run away
लहर	wave
वॉन	Von
गलत्कम	Wrong
भैचरे	Brotherhood
अंड	egg
मुफ्त	free
जाकय	Go
सुब्की	Subki
तुज	You
कत्तोय्ये	Cut it
बीसी	score
अल्ग	Alg
फरकी	Farki
बरसात	rain
बीप	Beep
चांस	chance
इंताजेर	Waiting
बेच	sell
समच	Just like that
त्रे	Tre
लंचर	Launcher
सोनिया	Sonia
कुशकबरी	Kushkabri
लोफर	Loafer
हव्वा	Eve
सुविधा	convenience
ज्ये	J
गुछा	Bunch
समान	common
गोध	Gods
मतलाब	I mean.
साहिल	shore
दिलों	Hearts
जहरीला	poisonous
हाड	Bone
कार्तिकेय	Kartikeya
सिमर	Simar
अंधेर	Dark
तार्ह	Tarh
ले	take
कदम	step
मुमी	Mumi
बल्ले	Bat
प्रार्थना	solcitation
डीमैग	Dmag
हेप्रभू	Hey Lord
छ्ड़ी	Stick
भ्रस्ताचार	Corruption
झलक	gleam
सफायी	Cleaning
गोबर	cowdung
हकीकत	Reality
बटे	Butte
सीता	Sita
डिटी	Diti
थोड़ी	small
सवाल	question
सर्व	all
चंद	Chand
लैला	a beloved
उत्नी	That's it
लेग्स	Legs
नामस्तेय	Namaste
नाड़ी	artery
ओहोहो	Oh yeah
शे	She
लेडीज	Ladies
कहते	Say
प्का	Pka
फेमली	Family
गगन	sky
खरीदना	buy
बनायंगे	Will make
कछुए	Turtle
कन्फ्यूज	Confusion
एक्ज़ां	Exzan
मुझी	Me
रास्त्र	The nation
बेताज़	Betaz
अभारी	Thank you
जंता	magical square
बीज	seed
दोस्ती	friendship
बार	Bar
मिलन	association
लडकिप	Girl
साबले	Sable
डुबो	merge
बोधी	Bodhi
दर्ज	entered
पगाले	Crazy
ब्बी	Bb
टर्फ	Turf
इंडो	Indo
रीयली	Really
देगे	Will give
चू	Chu
नट	dancer
रामजान	Ramadan
कीमत	value
पोपत	Popat
जबसे	Since
मिलेगा	Get
तुम्हे	To you
सुभकम्नाये	Good luck
गोडी	Sweet
कितने	How many
आनहाई	Anhai
चन्नेलवाले	Channelwale
उठाते	Take
ट्राफ	Trough
देखगे	Will see
मसीहा	messiah
मारुंगा	I will kill
कीमती	expensive
आगायी	The fire
बुद्दा	Budda
लौण्डे	Launda
साआरावधन	Sarai
खबरो	News
छोटे	Small
या	or
मंजुला	Manjula
छोड़कर	Except
लैंड	Land
बांग्लादाश	Bengali
दालो	Put it
थोकी	Thoki
ऐसेही	And so on
नाश्ता	breakfast
अनाज	grain
अमितजी	Amitji
खानी	Khani
हास	laugh
नैया	Naiya
उड़ाता	Flying
मारुगा	Maruga
क्रता	Karate
स्वागतम	welcome
बेहानो	Behno
गोइंग	Going
कमेंट	Comments
ताह	Taah
बुक	book
टाडा	Tada
कामनाये	Best wishes
भारतीय	Indian
मांगो	Ask for
गाँव	village
चाही	irrigated from a well
ओंका	Onka
महाराज	Your majesty
छुट्टी	holiday
भिजान	Bhijan
ब्रोस	Bros
रून	rune
किक	kick
निज्धं	
बोलोज	Tell me
कॉल	call
देखगा	Will see
टब	tub
गुज़ारो	Pass through
मिलुंगा	I will meet
दीजिया	Give it
क्रणी	
चलके	Let's go
गडररर	Gadarrar
अजओना	Azona
हत्याये	Murders
पेरू	Peru
ओबामा	Obama
सीफोम्ट्रक	Cefomtruck
उदेगा	Will fly
सरल	simple
सच्मे	Truth
मुर्गा	hen
फे	Fay
लोटलया	Lotlya
येक	Yek
बनानेय	To make
पगला	mad man
आनी	Be
पहले	at first
दार	wife
हाफ्टे	Weeks
दिखना	to be seen
मस्का	Musca
रॉक	rock
राचे	The
जजबा	Jajba
सेवाइसेपेशवर्ग	Service Service
अवेही	Anyway
तुमसे	with or from you
बोलने	Speaking
केस्शेथ	Caseth
बयान	law deposition
हमनी	We
चेन्नई	Chennai
जुडेगा	Will join
महिला	lady
टॉम	Tom
नो	No
ठाक	Good
जीता	alive
अजाते	Undefeated
चाडकर	Chadkar
धमकना	to shoot with pain
पेहेन्ने	Wear it
बद्द	Big
टजे	Taje
अनेती	Aneti
जिंदबाद	Zindabad
बदली	a stray cloud
चोपड़ा	Chopra
कवन	Kavan
हिट	hit
महानता	greatness
टी	Tea
दलाल	commission agent
ब्नेज	Bnage
चिपकाना	to stick
इमरैना	Imraina
पब्लिक	public
न्तर	Difference
तांगने	Tangne
सुविदा	Facility
कराओ	Do it
मोदी	grocer
मीत	friend
सुन्दत	Beautiful
बिल	Bill
करता	Does
करर	Karr
होकर	By
फूफा	Uncle
उधबीलाओ	Rise up
नाए	Not
जरुरथ	Need
हिंगलिश	Hinglish
सुभा	Subha
घुमना	roll
कारा	prison
हुआ	happened
नागा	nude ascetic
पकड़	grasp
जिसकी	Whose
हिंदुस्तान	Hindustan
कैलेजा	Calleja
रेप्लिय्य	Replica
अमो	Amo
जैगी	Jaggi
सुनु	Sunu
झाँसी	Jhansi
रुती	Ruti
पुरा	total
हिंदभारट	Hind Bharat
जोरो	Joro
काकरोच	cockroach
स्वच	Clean
हल्लाल	Halal
राजा	reign
ब्लैक	Black
रालेगन	Ralegan
सुध	happened
रहियो	Stay
तामिक	Tamic
मुगे	Me
बेहंजी	Behenji
बानिये	Become a
गढ़हाई	Garhhai
चंदी	Chandi
नमशकर	Hello
डेकना	Decana
आले	Came
सानु	a mountain
ह्यू	Hue
भैईइईईईई	Brother,
पा	take
कोलाज	collage
करे	Do it
बोलना	to speak
पक्की	Paved
बाखी	Bakhi
किथे	Where
जसे	Such as
वादों	Promises
बेकर	baker
एबी	Ab
आसमियुन	Asmiyun
बाच	Bach
लॉन्ग	Long
खुल	open
अपान	intestinal wind
शिव्या	Abuse
लाओ	Lao
दोस्तों	Friends
पूजता	Worship
बाहुर	Bahur
राष्ट्रीय	national
रोयेगी	Will cry
पहुँचेगा	Will
