Data,Label
বাংলাদেশ দোনের দেশ পুলিশ মাগির পুতেরা এমন বাড়া বারছে তোদের হাল পিলখানার মতো হবে তোরা নিজেরা একজন অন্যজনকে গুলি করে মারবি এমন সময় আসবে,2
"অলস , এক্সারসাইজ করলে কি হয় ",2
ভাইয়া ঐই জায়গা টা কই আর খরচ টা কেমন আমার যেতে চাই । আর আমি আপনার প্রতিটি ভিডিও দেখি । আমার উওর টা দিয়েন,1
কেন হুজুর দেকলে চুলকানি হয়,2
খুব তাড়াতাড়ি । এই মাসেই : ),1
নতুন এড করেছে । জতুদুর জানি বাইরের কেউ আসতে পারবে না !,0
"এভাবে নারী পুরষ অবাদে মিলামিশা , ! ছি ছি , ! হারে আনন্দ , ! একজনের তো দুধ স্পষ্টই দেখা যাচ্ছে ",2
চল্লিশ বছর আগেও ১ টাকা ছিলো ।,1
বাংলাদেশকে ধ্বংস করতে পুলিশের তুলনা হয় না,2
যে তিন পুলিশ নেপালিদের সাহায্য করেছে তাদের পুটকি দিয়ে গরম রোড রড দেয়া হোক,2
"অপরাধীকে যখন সনাক্ত করা হয়েছে , তখন অতি দ্রুত তার ফাঁসির রায় কার্যকর করার জোর দাবি জানাচ্ছি ",0
ভাইয়া মিরপুর ১ নাম্বার কেপিটাল টাওয়ার এর নীচ তলার ফুচকা খুব মজা এক বার ট্রাই করবেন,1
ওয়া ওয়া খুব ভালো মজা পাইলাম,1
এইসব ঘটনা ইঙ্গিত করে সামনের দিনগুলো আমাদের দেশে আরো ভয়াবহ পরিস্থিতির সৃষ্টি হবে । সাধারণ মানুষ যেন সরকারের কোনো অন্যায় অত্যাচারের বিরুদ্ধে মুখ না খুলতে পারে এইসব তারোই পূর্বাভাষ,2
সে না বুঝে ২ কোটি ২০ লক্ষ ডলার সহায়তা গ্রহণ করেনি । সে ভেবেছে উন্নত কান্ট্রি আমাজনকে নিজের কাজে ব্যবহার করার জন্য এ অর্থ দিচ্ছে তারা,0
"* _ভাল করে যাচাই করলে দেখা যাবে যে , কেউ পুরস্কার পায়নি_ * ",0
ঠিক বলেছেন ভাই । তখন আমারও মাথায় ছিল না :,0
আদনান ভাই খুলনায় একটা একশ বছর পুরনো হিন্দু হোটেল আছে । আসতে পারেন । একদম ভুতুড়ে পরিবেশ । তবে খাবার সুস্বাদু,1
